customer,churn, age, children, income,handset_age,smart_phone,homeowner,avg_overbundle_mins,avg_roamcalls,call_minutes_change_pct,bill_amount_change_pct,peak_offpeak_ratio,peak_offpeak_ratio_change_pct,avg_dropped_calls,last_month_customercare_calls,num_retention_calls,num_retention_offers_accepted
7144, yes,0,0,0,635,1,1,0,0,0,0,0,-2.598825355,0,0,0,0
7145, yes,0,0,7,466,1,0,106.75,0,2.215,-0.0774,1.532123085,1.94555376,21.67,0.33,0,0
7146, yes,0,0,4,360,1,0,68.75,0,0.065,-0.0892,0.768435052,-10.69427183,13,5,0,0
7147, yes,0,0,0,528,1,1,0,0,-0.29,0,2.994011976,-5.13015135,0.67,0,0,0
7148, yes,0,0,0,635,1,1,0,0.35,4.425,0.058,0.920655911,10.99708915,18.33,1.67,0,0
7149, yes,42,0,6,69,1,0,0,0,0.035,-1.6326,3.893890675,-1.682686812,3.67,1.33,0,0
7150, yes,32,0,0,634,1,1,51.25,0,-1.865,-0.257,0.619588771,9.616069462,6.33,0,0,0
7151, yes,52,1,6,634,1,0,1.5,0.16,-0.485,0.0246,6.367008682,3.252642937,5,0,0,0
7152, yes,58,0,7,633,1,0,0,7.38,-3.84,-0.135,3.767,-5.57371627,7.33,0,0,0
7153, yes,0,0,0,143,1,1,140.25,0,-8.535,-1.065,0.739125503,13.60255633,26.33,0,0,0
7154, yes,0,0,0,598,1,1,0,0,2.225,0,1,5.93412213,3,2,0,0
7155, yes,0,0,0,526,1,1,44,0,1.195,-0.133,0.703626382,9.509925773,26.67,1.33,0,0
7156, yes,26,0,8,162,1,0,83,0,-8.85,-0.6492,1.376915888,2.605961763,9,6.33,0,0
7157, yes,50,1,7,633,1,0,115.5,0,1.11,0.3364,3.45,-4.052052217,12.33,0,0,0
7158, yes,56,0,7,512,1,0,0,0,-0.19,0,2.003003003,7.631214129,0,2.67,0,0
7159, yes,30,0,0,571,1,1,39.25,2.17,-0.995,-0.3298,0,-17.02360706,0,0,0,0
7160, yes,0,0,0,93,1,1,26.5,0,1.51,-0.8228,0.525595265,-5.475540049,104.33,2,0,0
7161, yes,62,0,9,351,1,0,22.75,0.52,0.5,-0.1172,0.496142757,0.353291136,18.67,10.33,0,0
7162, yes,34,0,5,462,1,0,16.75,0,-1.6,-0.1206,1.018906374,4.004380321,24,0.67,0,0
7163, yes,32,0,6,358,1,0,94,0,18.5,1.4428,0.902242317,-11.21629945,18,1.33,0,0
7164, yes,0,0,0,570,1,1,7.75,0,-1.725,-0.0542,1.89342693,-14.74848499,2.33,0,0,0
7165, yes,44,1,6,631,1,0,0,0,0.415,-0.005,1.444166667,-2.801117528,0.33,0,0,0
7166, yes,50,0,6,389,1,0,13.75,0,-0.42,-0.0992,1.642444261,-1.075785542,1.33,2.67,0,0
7167, yes,0,0,0,631,1,1,0,0,0,0,0,2.52831972,0,0,0,0
7168, yes,38,0,6,71,1,0,26,0,4.625,0.624,1.575266819,7.343925752,14.33,0,0,0
7169, yes,0,0,0,397,1,1,279.5,0.24,16.655,0.7516,0.903405797,0.752498767,20.33,8,0,0
7170, yes,32,0,9,461,1,0,0,0,-2.16,-0.009,1.832091806,5.569561813,17.33,3.67,0,0
7171, yes,48,0,9,523,0,0,56.5,0,3.32,1.0712,1.504159314,-2.262184803,11.33,4,0,0
7172, yes,72,0,4,523,1,0,17.75,0,1.395,0.3678,2.75,2.306734626,8.67,0,0,0
7173, yes,36,1,6,522,1,0,0,0,0.565,-0.0168,1.810979061,4.223614911,4,0,0,0
7174, yes,0,0,0,460,1,1,38.75,10.57,7.13,0.7444,1.7868,6.458038394,4,1.67,0,0
7175, yes,40,1,9,440,0,0,0,0,-2.39,0.5502,7.518877057,3.148215236,12.33,0.33,0,0
7176, yes,46,1,3,522,1,0,0,0,-5.26,-0.01,0.74025974,-9.229822275,13,0.33,0,0
7177, yes,0,0,0,343,1,1,10.75,0,0.005,-0.0446,3.120638298,18.30574955,3,0.33,0,0
7178, yes,26,0,4,38,1,0,2.67,1.72,-6.0266,-0.3148,1.112378538,-15.06432704,2,0.67,0,0
7179, yes,0,0,0,521,1,1,113.5,1.82,6.57,1.924,3.311098165,4.918015312,4,0,0,0
7180, yes,40,0,6,459,0,0,14,0,-0.35,-0.1222,0.952857143,17.04607069,1.33,0,0,0
7181, yes,30,0,6,459,1,0,0,0,-2.71,-0.2776,1,0.337496748,0,0,0,0
7182, yes,28,0,6,628,1,0,0,0,-0.095,0,2,14.7968578,0.33,0,0,0
7183, yes,44,0,4,520,1,0,4,0,-1.31,-0.033,1.875,-1.878381998,3.67,0,0,0
7184, yes,72,0,3,566,1,0,0,0.1,0.09,0.0158,1,-17.95758182,0,0,0,0
7185, yes,46,0,7,566,1,0,79,136.79,-10.135,-3.1792,4.099536406,1.387831027,4,0,0,0
7186, yes,50,0,6,182,1,0,0,0,-0.985,0.0042,1.74906367,14.71779595,0,2,0,0
7187, yes,48,1,7,458,1,0,0,0,5.425,0.151,2.823861631,-0.682944216,10.33,0,0,0
7188, yes,30,0,9,207,1,0,102.25,0,25.46,2.8232,12.23785714,-5.954986137,14,0,0,0
7189, yes,54,0,5,457,1,1,0,0.96,-4.265,-0.0252,5.453049371,-3.699677219,3.67,0,0,0
7190, yes,34,0,7,26,1,0,12.75,0,0.605,0.0636,1.101851852,14.72362761,33.67,11.67,0,0
7191, yes,52,0,0,457,1,1,0,0,-1.505,-0.0174,3.167505537,-9.176830257,8,0,0,0
7192, yes,0,0,0,457,1,1,0,0,-2.565,-0.0376,3.299037991,8.131583058,6.33,0,0,0
7193, yes,0,0,0,457,1,1,0,0,0.09,-0.0134,1.144447881,-4.317625152,7.33,0,0,0
7194, yes,48,0,5,128,1,0,249.25,0,-3.905,-0.1184,0.761755008,-9.922146955,73.33,0,1,0
7195, yes,0,0,6,457,1,0,149.75,0,-0.47,-0.738,1.329032258,3.345303463,15.33,1,0,0
7196, yes,30,1,5,261,1,0,0,0,-0.415,-0.0104,0.517395833,0.128993712,40.33,2.33,0,0
7197, yes,54,0,6,510,1,0,35.5,0,-7.61,-0.2938,6.418135593,-4.397780007,24.67,0,0,0
7198, yes,50,0,7,580,1,0,0,0.16,-0.1,-0.018,3.141327623,-10.1510959,1.33,0,0,0
7199, yes,40,1,3,35,1,0,49.25,1.46,8.835,0.7404,3.54125,4.87528763,10,0.67,1,0
7200, yes,0,0,0,624,1,1,7.25,0.2,0.645,0.1344,7.475714286,-1.129166862,2,2,0,0
7201, yes,0,0,0,117,0,1,0,0,-0.55,-0.0708,1.660192308,-1.288203386,15.67,2.33,0,0
7202, yes,0,0,0,454,1,1,55,0,1.22,0.0818,2.26675,-11.52459096,23.67,1,0,0
7203, yes,0,0,0,516,1,1,138.75,0,-0.41,-0.1648,2.3165,3.425460212,4.33,0,0,0
7204, yes,0,0,0,218,1,1,372.75,0,-4.975,-0.8172,5.684498301,-19.71870087,22,0,0,0
7205, yes,58,0,8,562,1,0,0,0,0.21,0,0.357601713,11.39076141,1,0,0,0
7206, yes,0,0,0,562,1,1,1.75,0,-0.56,-0.05,0.466,-2.61149446,0.33,2.33,0,0
7207, yes,36,0,9,623,1,0,255.5,0.24,1.545,0.1118,7.412005457,5.549286149,2,0,0,0
7208, yes,26,0,3,454,1,1,3.25,0,2.045,0.0628,0.499605367,6.472921878,1.33,0,0,0
7209, yes,0,0,0,454,1,1,201.75,74.86,1.08,-0.1968,0.976252672,5.717264226,13.67,0.33,0,0
7210, yes,36,1,9,271,1,0,0,0.88,2.095,0.0166,2.44548034,-21.16445879,8.33,0,0,0
7211, yes,50,0,4,622,1,1,0,9.99,-12.49,-0.1998,0.382592593,-3.734366236,6,0,1,0
7212, yes,0,0,3,622,1,1,0,0,0.765,0.3258,1.8540625,11.65318143,5.33,0,1,1
7213, yes,30,0,6,335,1,0,45.25,0,-11.05,-0.4068,0.588110534,-4.626784865,10,31.67,0,0
7214, yes,0,0,0,515,1,1,0,0,0.91,-0.035,1.658051948,-2.790390988,9,1,0,0
7215, yes,52,0,8,433,1,0,0,0.38,-3.825,-0.0372,1.671049928,-10.42260019,2.67,0,0,0
7216, yes,50,0,9,384,1,0,0,0,-4.21,0.0098,0,-6.5618762,0,0,0,0
7217, yes,0,0,5,187,1,1,42.75,0,-4.375,-0.4344,0.669868479,0.737549065,10.33,0,0,0
7218, yes,0,0,8,514,0,0,0,0,-0.36,-0.8854,11.33,9.67222669,1,0,0,0
7219, yes,46,1,6,53,1,0,15.75,0.1,-1.38,0.2162,0.797870968,8.374590777,15.67,1.33,0,0
7220, yes,0,0,0,118,1,1,45.75,12.73,3.48,0.4626,1.059193548,-7.577792518,8.33,0.33,0,0
7221, yes,30,1,4,451,1,0,0,0,-0.015,-0.009,0.492537313,-4.965540827,0.33,0,0,0
7222, yes,66,0,7,451,1,0,158,0,8.41,1.1856,0.856928568,-12.46536189,69.33,0,0,0
7223, yes,56,0,8,559,1,0,0,0,-1.725,-0.1156,3.575107296,19.24931133,4,0,0,0
7224, yes,56,0,5,381,1,0,41,0,2.14,0.5532,1.289473684,14.57314348,5.67,5.33,0,0
7225, yes,36,0,9,450,1,0,12.5,1.16,-2.23,-0.1972,2.883179062,-4.49208752,6,0,0,0
7226, yes,48,1,5,120,1,0,53.25,0.39,-3.395,-0.4136,2.841309524,-9.081335683,13.33,0,0,0
7227, yes,64,0,3,609,1,0,0,0,-0.235,0,6.11,2.146138231,2,0,0,0
7228, yes,30,0,4,232,1,0,59,0,0.095,0.9758,1.173785786,-6.632731771,27.33,1.67,1,0
7229, yes,0,0,0,450,1,1,0,2.75,-0.655,-0.0876,1.649006623,17.62085766,2.33,0.33,0,0
7230, yes,34,0,0,383,1,1,0.25,23.01,-4.875,0.342,1.35828877,5.619935855,20,0,0,0
7231, yes,60,0,6,619,1,0,0,0.32,0.295,-0.0064,1.503759398,4.168767495,0,0,0,0
7232, yes,46,0,8,511,1,0,0.5,0,-0.77,0.0118,2.319736053,2.252039873,3,0,0,0
7233, yes,22,1,2,386,1,0,16.25,0,1.53,0.1316,0,-6.209917798,0,0,0,0
7234, yes,36,1,6,10,1,0,8.25,0.16,1.36,0.0576,2.084745763,1.435801121,16.33,3,0,0
7235, yes,0,0,0,507,1,1,0,0,-2.61,-0.0696,0.625701568,3.111360404,3.67,0.67,0,0
7236, yes,34,0,6,22,1,0,425.75,0,-5.305,-1.125,2.145454545,-16.91220079,31.67,0.33,0,0
7237, yes,28,1,7,617,1,0,0,0.64,-0.395,0.0384,6.5825,6.662141862,2.33,0,0,0
7238, yes,44,1,4,48,1,0,83,0,-4.365,-0.5988,0.578570273,31.89288975,13,2,0,0
7239, yes,52,1,6,130,1,0,0,0,-12.73,-0.0072,0.954882353,-2.79557469,9.67,0,0,0
7240, yes,0,0,0,515,1,1,147.75,0,-12.495,-1.3862,2.18664,9.649644139,14.67,0,0,0
7241, yes,30,0,7,154,1,1,493.25,6.55,-3.78,-1.8194,2.902768528,5.935634055,35.67,1.67,0,0
7242, yes,0,0,0,447,1,1,0,0,-3.04,-0.0512,2.547857143,6.79078284,1.33,0,0,0
7243, yes,0,0,2,217,1,1,0.5,0,4.205,0.0158,1.356902776,-34.93798741,8.67,0,0,0
7244, yes,26,0,1,30,1,0,1,0,5.61,0.148,2.777916667,1.291241449,7.33,0.67,0,0
7245, yes,42,0,5,446,0,0,0,0,0.055,-0.0036,1,4.83986699,0,0,0,0
7246, yes,64,0,6,446,1,0,0,0.1,0.23,0.4426,6.803121248,2.15437623,2,2,0,0
7247, yes,0,0,0,263,1,1,33.5,0,-1.895,0.6102,0.533981481,5.690234293,7.33,3.67,0,0
7248, yes,32,1,2,554,0,0,18,0,0.605,-0.101,2.335668929,11.80572104,14.67,1.33,0,0
7249, yes,48,0,6,553,1,0,0,0,-5.455,0.085,0.391304348,7.778197122,5,0,0,0
7250, yes,38,0,6,505,1,0,0.25,2.12,-5.775,0.0086,1.813060079,-2.994119762,24.67,0.67,0,0
7251, yes,52,0,6,553,1,0,50,0,-1.7,-0.3602,3.480530718,5.065649842,12,0,0,0
7252, yes,74,0,7,85,1,0,46,0.1,-4.895,-0.8476,1.015246479,29.39633784,20.33,0,1,1
7253, yes,0,0,0,445,1,1,0,0,-4.705,-0.0338,3.394090909,-11.78152921,13.67,0,0,0
7254, yes,0,0,0,614,1,1,30,0,5.88,0.3868,0.522380952,-7.169040977,47,10,0,0
7255, yes,36,1,7,461,0,0,9.75,0,-0.005,-0.076,6.666666667,1.158659417,6.33,0.67,0,0
7256, yes,24,0,4,445,1,0,109.25,0,10.34,0.8054,1.806654903,9.891463796,0.33,0,0,0
7257, yes,0,0,0,521,1,1,0,2.4,1.605,0.0114,1.387492077,-7.85118676,18.67,0.33,0,0
7258, yes,30,0,7,133,1,0,17.25,0,-1.285,-0.0774,3.022,7.575039762,3,0,0,0
7259, yes,24,1,6,103,1,0,269,3,6.4,2.095,4.481497701,-15.3303243,5.67,3,0,0
7260, yes,0,0,0,552,1,1,0,0.52,-0.375,-0.0308,0.490928687,5.807139391,15.33,0,0,0
7261, yes,0,0,0,443,1,0,9.75,11.95,-1.44,0.0584,6.960808328,9.124759002,8,0.33,0,0
7262, yes,74,0,6,551,1,0,0,0,1.28,0,2.956343793,7.234011771,6.67,0,0,0
7263, yes,62,0,7,414,1,0,15.5,0,-0.445,-0.129,2.621722846,11.50042801,0,0,0,0
7264, yes,28,0,0,551,1,1,54,0,-7.8,-1.1894,1.227364341,-5.555790421,29.33,3.67,0,0
7265, yes,58,1,5,443,1,0,0,0,-0.565,-0.0062,0.221029365,-17.33233989,4.33,0,0,0
7266, yes,52,0,7,601,1,0,0,2.49,-5.435,-0.0498,0.818225574,5.396096549,3,0,0,0
7267, yes,30,0,7,443,1,0,81.5,0.51,6.865,-0.095,1.020977554,8.751552702,4.33,0.33,0,0
7268, yes,32,0,5,42,1,0,0,0,0.115,0,8.090909091,-1.041604237,0,0.67,0,0
7269, yes,0,0,6,550,0,0,0,1.76,-0.435,-0.0352,2.165,-4.152943173,0,0,0,0
7270, yes,36,0,5,504,1,0,5.5,0,0.86,0.0054,1.044041762,13.53380312,8.33,0,0,0
7271, yes,44,1,6,550,1,0,9.5,0.1,-3.34,-0.091,1.665059596,0.269719481,6,3,0,0
7272, yes,0,0,6,504,1,0,0,0,0.24,0.0018,1.431492843,-8.045619532,6.67,0,0,0
7273, yes,0,0,0,214,1,1,97,0.1,-3.385,-0.7218,1.893149366,4.499840654,14.33,0.33,0,0
7274, yes,30,1,5,504,1,0,4.25,0,0.66,-0.013,3.496654436,-6.25757955,4,6,0,0
7275, yes,44,1,7,504,1,0,0,0,-0.125,0.15,4.03030303,10.59310098,0,0.67,0,0
7276, yes,60,1,9,441,0,0,34.75,0,-3.905,-0.3252,2.052250388,-9.330134245,0.67,0.33,0,0
7277, yes,30,0,1,80,1,0,0.75,4.73,3.185,0.0648,2.025477707,-14.37366932,25.33,0,0,0
7278, yes,0,0,0,503,1,1,50.75,0,2.065,0.36,0.530340909,2.243207896,17.67,0,0,0
7279, yes,50,0,6,406,1,0,1,0,1.73,0.3806,0.277326107,-11.92603753,22,0.67,0,0
7280, yes,54,1,6,548,1,0,4.5,6.2,-1.775,-0.1348,2.666666667,-5.226949718,0.67,0,0,0
7281, yes,34,1,6,440,0,0,0,0,-0.13,-0.0036,5.060606061,-2.311517361,0,0,0,0
7282, yes,32,0,5,440,1,0,4.25,0,0.415,-0.0354,2.603333333,-1.188811067,1,1,0,0
7283, yes,0,0,0,609,1,1,33.5,0,-10.28,-0.626,3.547653604,-14.78176294,7.67,1.67,1,0
7284, yes,54,1,6,341,1,0,24.5,0,4.075,-0.122,0.808802784,8.35511301,14,2.33,0,0
7285, yes,36,0,0,609,1,1,6.75,31.66,6.39,-0.3584,1.186046512,-1.804983072,2.67,13.33,0,0
7286, yes,52,0,9,608,1,0,17.5,8.05,4.305,0.6586,5.916875,-7.185471226,4,0,0,0
7287, yes,0,0,9,426,1,1,0,0.24,0.165,-0.015,5.015037594,-7.70261005,0.33,0,1,0
7288, yes,0,0,0,148,1,1,0,1.93,-5.595,-0.0484,1.381736363,15.55681937,20.67,13,0,0
7289, yes,38,1,5,12,1,0,81.25,0,0.43,0.4638,0.260727487,20.83321994,2.33,0,0,0
7290, yes,34,1,6,546,1,0,26.5,0,2.53,-0.212,2.073571203,21.39586585,13.67,1.67,0,0
7291, yes,0,0,0,496,1,1,22,0.1,4.28,0.3084,0,-3.065546923,0,0,0,0
7292, yes,0,0,0,61,1,1,0,0,1.575,-0.0806,0.7267,-11.93663386,9.67,0,0,0
7293, yes,24,0,1,465,1,1,101.75,0,-0.52,-0.1052,1.657191242,-7.387586579,15.33,0,0,0
7294, yes,30,0,5,76,1,0,133,0.29,-5.755,-0.5552,5.128205128,13.24821037,19,15.67,0,0
7295, yes,0,0,0,252,1,1,52.25,0,2.315,0.87,1.087364079,8.51848371,4.67,0.67,0,0
7296, yes,0,0,0,133,1,1,103.25,0,-4.14,-0.5542,4.929956746,10.44145914,11,0,0,0
7297, yes,0,0,0,499,1,1,0.25,0,2.49,0.0058,1.568823529,9.880218511,9.33,0,0,0
7298, yes,0,0,0,173,1,1,5,0,3.815,0.086,0.350448718,5.8150665,12.33,5,0,0
7299, yes,28,0,6,376,1,0,0,0,-0.57,0,2.378,-6.86022619,1.67,0,0,0
7300, yes,0,0,0,436,1,1,1.5,1.92,-0.525,-0.05,0.815531915,0.563148177,19,0.33,0,0
7301, yes,0,0,0,101,1,1,62.25,0,1.795,0.2502,2.067962963,14.07767716,4.33,0,1,1
7302, yes,68,0,3,544,1,0,0,0,-0.585,0,2.571428571,10.27013623,0,0,0,0
7303, yes,0,0,0,605,1,1,0,0,-0.995,0,4.54125,-10.89042066,0,0,0,0
7304, yes,48,1,9,436,1,0,0,0,-1.205,2.00E-04,8.094133697,-0.392437243,8.33,0,0,0
7305, yes,62,1,8,544,1,0,3.75,0,1.735,0.041,0.710339384,26.24246345,2.33,2.33,0,0
7306, yes,42,1,7,493,1,0,6.5,0,0.46,0.036,1.0665,-16.22520688,1.67,0,0,0
7307, yes,40,1,9,604,1,0,0,7.24,-0.04,-0.0552,2.53209267,-10.03109925,9.33,0,0,0
7308, yes,0,0,3,309,1,1,0,0,-0.43,-0.0022,0,-4.496136376,0,0,0,0
7309, yes,40,1,8,426,1,0,47,0,-0.78,-0.2316,2.497248358,-3.747033255,8.67,0,1,1
7310, yes,26,1,6,255,1,0,0,0,-3.205,0,1.228571429,7.793986219,3,0,0,0
7311, yes,26,0,1,603,1,0,0,0,-1.38,0,0.4132,14.67511312,2,0,0,0
7312, yes,42,1,1,199,1,1,17.5,0,3.005,0.306,0.67,2.714059794,4,0.67,0,0
7313, yes,30,0,1,434,1,0,0,0,0.115,-0.839,2.23939987,5.245334076,1.67,2.33,1,1
7314, yes,54,0,9,496,1,0,18.75,0,-1.815,-0.1312,0.558923077,0.880662148,9.33,0,0,0
7315, yes,48,0,7,433,1,0,38.5,0,-0.205,-0.0756,4.524285714,-8.536043775,2,0,0,0
7316, yes,0,0,1,249,1,1,0,0.8,-8.24,-0.0804,3.745,17.96547854,8,0.67,0,0
7317, yes,56,1,6,261,1,0,0,0,0,0,0,-0.224273921,0.67,0,0,0
7318, yes,40,1,9,602,1,0,0,0,-0.67,-0.026,2.737756714,-1.644352536,0,0,0,0
7319, yes,66,0,2,151,1,0,0,0.29,1.265,-0.0158,1.880482635,27.50594113,6.33,1,0,0
7320, yes,34,1,7,363,0,0,0.5,0,-1.135,-0.0374,2.477567568,1.038243455,8.67,0,0,0
7321, yes,0,0,0,126,1,1,166.75,4.97,3.7,2.056,1.903985349,-12.10733263,10,2.33,0,0
7322, yes,0,0,2,66,1,1,85.75,0,10.32,1.58,0.5698514,0.683934163,47.33,19,0,0
7323, yes,24,0,9,431,1,0,1,0.1,-7.135,0.1162,0.568181818,0.71834482,3.67,0,0,0
7324, yes,48,1,9,431,1,0,0,0,0,-0.0054,0,20.22951151,0,0,0,0
7325, yes,0,0,0,430,1,1,0,5.85,-3.67,-0.1008,3.905,-8.226494218,7.67,0,0,0
7326, yes,48,0,6,80,1,0,0,0,13.725,-0.0358,0.990197535,-16.97700426,3.33,2,0,0
7327, yes,28,0,8,39,0,0,0,0,0.31,-0.6724,0.574345884,-3.513269755,3.67,2,0,0
7328, yes,0,0,0,392,1,1,0,0,-0.67,-0.0022,0.923076923,-5.047490912,1.33,0,0,0
7329, yes,0,0,0,490,1,1,23.5,0,5.385,-0.1484,1.209098466,-30.41385325,10.33,14.33,0,0
7330, yes,38,1,4,27,1,0,0.25,0,1.15,-0.002,1.6675,0.58538183,1.67,0,0,0
7331, yes,44,1,9,599,1,0,0,0,0.505,0,4.088377076,2.211018897,3.33,0,0,0
7332, yes,42,1,9,599,1,0,25.25,0.16,-0.79,-0.2002,8.776666667,-10.06202925,2,0,0,0
7333, yes,0,0,0,598,1,1,4.5,0,-7.955,-0.2392,3.891304348,7.071281483,16.33,0,0,0
7334, yes,30,0,5,429,1,0,34.25,0,-0.99,-0.2452,1.239988001,2.416351784,4.33,0,0,0
7335, yes,0,0,0,491,1,1,0.75,0,0.93,-0.006,0.256538462,4.315494473,4,0,0,0
7336, yes,26,0,4,429,1,0,109.25,5,2.295,0.5138,1.921950076,13.0712334,7.33,0,0,0
7337, yes,46,1,4,429,1,0,0,0,-0.57,-0.002,0.295,13.05845737,5.33,0,0,0
7338, yes,38,1,8,429,1,0,0,0,-4.95,-0.0154,0.851666667,-6.532758459,0,0.33,1,1
7339, yes,50,1,7,491,1,0,224.75,0.16,-6.17,-0.3866,1.407407407,16.4994572,9.67,0,0,0
7340, yes,0,0,0,30,1,1,0,2.24,3.06,-0.1294,0.915095541,-16.35543693,53,1.67,0,0
7341, yes,28,0,5,429,1,0,0,5.89,0.07,0.184,4.009794919,5.756172223,4,0,0,0
7342, yes,38,1,9,429,1,0,32.5,0,0.49,-0.1968,1.048379294,10.13352665,6,0,0,0
7343, yes,0,0,3,52,1,1,34.25,0.74,-3.6,-0.2694,1.551414876,-2.157107955,7.67,0.33,0,0
7344, yes,60,1,9,536,1,0,24.5,5.92,3.235,0.4838,1.117466341,-2.299351905,10.67,6,0,0
7345, yes,52,0,8,490,1,0,82,1.12,1.185,0.1878,0.810865599,-4.533308396,2,0,0,0
7346, yes,38,0,7,490,1,0,0,0,0,0,0,11.66348273,0,0,0,0
7347, yes,40,0,8,490,1,0,61.75,0,0.25,-0.2738,0.902574993,5.837465389,2.67,1,0,0
7348, yes,32,0,6,536,1,0,0,0,0.255,-0.005,2.864938608,-4.228708662,0.33,0,0,0
7349, yes,52,1,5,243,1,0,120.25,0,-8.54,-0.8418,0.470600692,2.898997307,4.67,0,0,0
7350, yes,42,0,6,364,1,1,0,0,1.2,-0.005,2.671043803,-3.594044136,4.33,0,0,0
7351, yes,32,0,9,107,1,0,71.5,0,-1.77,-0.342,3.254096469,4.011539608,10,1.33,0,0
7352, yes,38,1,9,8,1,0,0,0,-0.36,0,0.444444444,-8.296509106,0,0,0,0
7353, yes,44,1,5,330,1,0,70.25,0.59,1.59,1.4356,0.927616322,6.956574275,26.33,2.67,0,0
7354, yes,36,0,4,426,1,1,0,3.15,1.63,0.0706,3,-12.06564822,2.33,0,0,0
7355, yes,28,0,7,488,1,1,0,0.1,1.73,0.0278,3.029130435,-0.387945641,4,0.67,0,0
7356, yes,0,0,4,58,1,1,100,0,3.96,0.7568,1.153481233,4.809937627,12.67,3.67,1,1
7357, yes,0,0,0,488,1,1,52.5,1.35,7.175,1.0328,3.015939991,-3.02276176,4.33,0.33,0,0
7358, yes,46,0,4,419,1,0,33.25,0.94,-0.18,-0.2864,1.843151428,-4.136494767,2,0,0,0
7359, yes,28,0,7,533,1,0,10,6.04,7.5,-0.193,0.457091354,-18.55979452,30.33,14,0,0
7360, yes,54,1,9,425,1,0,9,1.88,0.235,0.0232,2.366264179,-13.24044784,4,0,0,0
7361, yes,40,0,7,533,1,0,0,0,-6.67,-0.0362,1.482318063,4.514752739,28.67,7.33,0,0
7362, yes,26,0,6,487,1,0,0,0,0.23,0.0132,2.328705777,4.01199058,5,0.67,1,0
7363, yes,56,0,7,486,1,0,0.25,0,-0.555,0.0058,0.8132,-3.400816845,2.33,0,0,0
7364, yes,54,1,6,371,1,0,0,0,-3.245,-0.0154,5.500592183,9.247080915,5.67,0,0,0
7365, yes,0,0,0,95,1,1,29,0,-16.605,-5.568,1.210091865,-9.859415068,105.67,15,2,1
7366, yes,38,0,8,532,0,0,0,0,-0.1,0,2.159568086,-5.850005674,2.33,0,0,0
7367, yes,50,1,7,479,1,0,82.75,0.36,-10.6,-0.4456,0.80062201,-5.416995406,19,0,0,0
7368, yes,46,1,7,323,1,0,0,0,0.985,-0.0016,0.578125,-6.245607423,5,0,0,0
7369, yes,0,0,0,253,1,1,213,0,-29.765,-1.7428,1.414203563,3.596763572,15,3.33,0,0
7370, yes,44,1,9,423,1,0,251.25,0,9.035,2.036,0.850809524,5.761200999,4.67,0,0,0
7371, yes,74,0,6,423,0,0,0,0,0.755,-0.0054,1.54844704,4.903238369,11.33,2.67,0,0
7372, yes,52,1,9,531,1,0,0,0.2,-3.68,-0.0088,1.09375,-11.96166518,3.33,0,1,1
7373, yes,42,1,7,423,1,0,51.5,0,-0.59,0.1938,1.583214286,13.20864171,2,0,0,0
7374, yes,32,0,7,484,1,0,0,0.93,0.33,0.1528,1.158169452,13.82661042,19,7.67,0,0
7375, yes,76,1,9,245,1,0,0,0,-6.64,-0.5948,0.772686984,10.80384088,10.33,0,0,0
7376, yes,54,0,3,591,1,0,0,0,0.19,0,2.983658537,-2.248519144,5.67,0,0,0
7377, yes,58,1,5,205,1,0,540.75,0.16,-23.59,-4.1644,3.205391633,0.315007683,24,7.67,1,1
7378, yes,0,0,0,141,1,1,75.25,0,-6.58,-0.407,1.051464485,11.69474231,8.33,3,0,0
7379, yes,36,0,6,383,1,0,0,0,-1.255,-0.005,1.43210377,-0.881169487,10.33,0,0,0
7380, yes,60,0,2,146,1,1,7.75,0,-12.115,-0.0644,0.443102373,-17.49237831,8,0.67,0,0
7381, yes,44,1,6,484,1,0,0,0,-4.735,0,0.373152174,11.42226243,2.33,2,0,0
7382, yes,48,1,7,421,1,0,159.5,0,1.565,-1.989,1.867777778,-11.700647,2,0,1,0
7383, yes,44,0,6,31,1,1,119.5,0,-0.13,-0.118,1.898550725,7.328687173,8.67,0,0,0
7384, yes,0,0,0,529,1,1,0,0,-5.205,0,0.642169006,-17.34234354,4,0,0,0
7385, yes,44,1,5,415,1,0,29,0,0.82,0.5394,2.941404871,-5.262481124,2.33,9.67,0,0
7386, yes,0,0,7,420,1,0,7.75,1.73,-6.76,0.0728,1.917654321,-5.040169287,10.67,0.67,0,0
7387, yes,54,0,9,589,1,0,0,0,0.21,-0.45,1.693275278,8.609337612,0,0,0,0
7388, yes,0,0,0,420,1,1,0,0,-0.085,-0.0086,6.449591281,6.067102646,1,0,0,0
7389, yes,0,0,0,452,1,1,0,0,0,0,0,-4.646883971,0,0,0,0
7390, yes,0,0,0,417,1,1,0,0,-1.89,-0.017,0.562190483,2.267978672,12,7.67,0,0
7391, yes,68,0,4,411,1,0,0,1.28,-0.115,-0.0054,1.616628176,8.501962971,0.33,0,0,0
7392, yes,28,0,5,312,1,0,2,0,1.4,0.046,0.924035088,-1.732769668,14.33,0,0,0
7393, yes,32,0,1,-2,1,0,0,0,0,0,0,9.379005464,0,0,1,0
7394, yes,50,0,7,588,1,0,0,0.1,-1.465,-0.0386,5.807275048,28.24528074,4.67,0,0,0
7395, yes,0,0,0,527,1,1,0,0,3.03,0.124,1.103214286,-4.881582278,11.67,0.33,0,0
